"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Mapped.Taxon.Serial.Number","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"1104","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)",-261,"Rhabdomastix Setigera Group",-33,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Eriopterini","","","Rhabdomastix","","Lurdia","","",NA,NA,"Subgenus","Subgenus","Subgenus","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix (Lurdia)","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix","Rhabdomastix"
"1105","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus",129086,"Rheocricotopus eminellobus",129096,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1106","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus",129086,"Rheocricotopus effusus",129093,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1107","Rheocricotopus","Orthocladiinae","Chironomidae","Rheocricotopus",129086,"Rheocricotopus",129086,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheocricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Rheocricotopus","Chironomidae","Orthocladiinae","Rheocricotopus",NA,NA,"Rheocricotopus",NA,NA,NA,NA,NA,NA
"1108","Rheosmittia","Orthocladiinae","Chironomidae","Rheosmittia",129107,"Rheosmittia",129107,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Rheosmittia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus",129952,"Rheotanytarsus exiguus",129957,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1110","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus",129952,"Rheotanytarsus",129952,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1111","Rheotanytarsus","Tanytarsini","Chironomidae","Rheotanytarsus",129952,"Rheotanytarsus pellucidus",129959,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Rheotanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Rheotanytarsus","Chironomidae","Tanytarsini","Rheotanytarsus",NA,NA,"Rheotanytarsus",NA,NA,NA,NA,NA,NA
"1112","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena",100572,"Rhithrogena",100572,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Setisura","","","Heptageniidae","","","","","","Rhithrogena","","","","",NA,NA,"Genus","Genus","Genus","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena","Rhithrogena"
"1113","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus",68839,"Rhyacodrilus",68839,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus",68839,"Rhyacodrilis",68767,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","Rhyacodrilus","Tubificidae","Oligochaeta","Rhyacodrilus",68839,"Rhyacodrilus falciformis",68840,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Rhyacodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Tubificidae","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophila brevicephala",608219,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1117","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophila Ecosa Group",-40,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1118","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophila ecosa",115104,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1119","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophila Ecosa Group",-191,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1120","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophila",115097,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1121","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",115097,"Rhyacophilidae",115096,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1122","Rhyacophila Alberta Group","Rhyacophila","Rhyacophila","Rhyacophila Alberta Group",-34,"Rhyacophila Alberta Group",-34,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Alberta Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1123","Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group",-35,"Rhyacophila Angelita Group",-35,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Angelita Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,"Rhyacophila Angelita Group",NA,NA,"Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group"
"1124","Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group",-35,"Rhyacophila angelita",115099,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Angelita Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,"Rhyacophila Angelita Group",NA,NA,"Rhyacophila Angelita Group","Rhyacophila","Rhyacophila","Rhyacophila Angelita Group"
"1125","Rhyacophila arnaudi","Rhyacophila","Rhyacophila","Rhyacophila arnaudi",115165,"Rhyacophila arnaudi",115165,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","arnaudi","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila arnaudi","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1126","Rhyacophila arnaudi","Rhyacophila","Rhyacophila","Rhyacophila arnaudi",115165,"Rhyacophila lieftincki",608414,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","arnaudi","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila arnaudi","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1127","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila atrata complex",-149,"Rhyacophila pellisa",115114,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila atrata complex","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1128","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila atrata complex",-149,"Rhyacophila valuma",115121,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila atrata complex","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1129","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila atrata complex",-149,"Rhyacophila atrata",115146,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila atrata complex","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1130","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila atrata complex",-149,"Rhyacophila atrata complex",-149,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila atrata complex","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1131","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila atrata complex",-149,"Rhyacophila pellisa/valuma",-45,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila atrata complex","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila atrata complex","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1132","Rhyacophila Basalis Group","Rhyacophila","Rhyacophila","Rhyacophila Basalis Group",-163,"Rhyacophila Basalis Group",-163,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Basalis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1133","Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group",-37,"Rhyacophila betteni",115101,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Betteni Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,"Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group"
"1134","Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group",-37,"Rhyacophila Betteni Group",-37,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Betteni Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,"Rhyacophila Betteni Group","Rhyacophila","Rhyacophila","Rhyacophila Betteni Group"
"1135","Rhyacophila blarina","Rhyacophila","Rhyacophila","Rhyacophila blarina",115153,"Rhyacophila blarina",115153,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","blarina","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila blarina","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1136","Rhyacophila Brunnea/Vemna Groups","Rhyacophila","Rhyacophila","Rhyacophila Brunnea/Vemna Groups",-38,"Rhyacophila Brunnea/Vemna Groups",-38,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Brunnea/Vemna Groups","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Brunnea/Vemna Groups","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1137","Rhyacophila Brunnea/Vemna Groups","Rhyacophila","Rhyacophila","Rhyacophila Brunnea/Vemna Groups",-38,"Rhyacophila brunnea",115151,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Brunnea/Vemna Groups","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Brunnea/Vemna Groups","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1138","Rhyacophila Coloradensis Group","Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group",-39,"Rhyacophila Coloradensis Group",-39,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Coloradensis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,"Rhyacophila Coloradensis Group",NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group"
"1139","Rhyacophila Coloradensis Group","Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group",-39,"Rhyacophila coloradensis",115156,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Coloradensis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,"Rhyacophila Coloradensis Group",NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila Coloradensis Group"
"1140","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group",-41,"Rhyacophila neograndis",115110,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Grandis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1141","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group",-41,"Rhyacophila Grandis Group",-41,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Grandis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1142","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group",-41,"Rhyacophila grandis",115105,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Grandis Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Grandis Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"1143","Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group",-42,"Rhyacophila Hyalinata Group",-42,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Hyalinata Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,"Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group"
"1144","Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group",-42,"Rhyacophila hyalinata",115159,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","Rhyacophila Hyalinata Group","","","",NA,NA,"Genus","Genus","Species.Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,"Rhyacophila Hyalinata Group","Rhyacophila","Rhyacophila","Rhyacophila Hyalinata Group"
"1145","Rhyacophila malkini","Rhyacophila","Rhyacophila","Rhyacophila malkini",115181,"Rhyacophila malkini",115181,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","malkini","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila malkini","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
